dr7objid,ra,dec,label
587732578833072375,128.91160583496094,4.757030963897705,other
588015509829320871,52.7807731628418,0.5718972682952881,other
587739406787608689,199.9473419189453,33.67731094360352,spiral
588017566022107143,174.27529907226562,11.877141952514648,other
587722983369408573,222.7191467285156,0.0945023894309997,other
588017947211333710,205.244857788086,39.701019287109375,elliptical
588011218607538392,236.75613403320312,49.94395065307617,spiral
587742060531417138,173.48562622070312,21.376745223999023,other
587742014375854160,228.8582305908203,17.006561279296875,elliptical
588017948292808804,226.3807067871093,34.46485137939453,other
587728879263350994,146.8981475830078,3.1181864738464355,other
587732770516107420,176.65567016601562,9.128510475158691,spiral
587742190436220969,170.2512969970703,24.3033504486084,other
587726016681410674,184.2269897460937,3.663992166519165,elliptical
587739721898262722,186.5075225830078,31.0039005279541,other
587722983365017874,212.80142211914065,0.0858455300331115,spiral
587733079742218392,196.15042114257807,53.76077651977539,other
587726032778362959,163.82933044433594,2.516356468200684,spiral
587730021715738735,214.64491271972656,5.894355297088623,spiral
588848901528092764,191.0311279296875,1.1093028783798218,spiral
588017625076269183,168.15621948242188,42.59657669067383,elliptical
588009371223130243,161.426025390625,60.06776428222656,other
587738065658183910,123.29705810546876,54.71125793457031,other
587742863667888217,161.32594299316406,15.67805004119873,other
587725039025127571,195.94924926757807,-3.5128304958343506,elliptical
588017605234589859,225.0012969970703,37.87423706054688,other
587729387156537495,200.59043884277344,59.096282958984375,elliptical
588017571921592520,190.060546875,13.36887550354004,spiral
587731514218250401,23.075382232666016,1.195085525512695,other
587734622702862599,124.91360473632812,28.779096603393555,other
587735042539257921,130.96798706054688,29.43744659423828,elliptical
588017978895696002,192.89993286132807,39.840431213378906,spiral
588297863657095229,178.80369567871094,46.891822814941406,spiral
587729781739291011,260.15887451171875,28.69417381286621,spiral
587739829282078899,231.0593719482422,20.77886962890625,elliptical
587728931879715066,134.0565185546875,48.01324844360352,other
587741817323061282,158.92437744140625,23.3203239440918,other
588017702385877095,162.0409698486328,10.625592231750488,other
587736584977711632,245.77200317382807,23.68259048461914,other
588017625624543440,203.95455932617188,42.63408279418945,other
587739406787018756,198.3060607910156,33.98444366455078,spiral
587738953102196924,197.34976196289065,37.80867767333984,other
587741722820214955,185.85089111328125,28.1387996673584,spiral
587736618792780291,249.9747314453125,20.498777389526367,elliptical
587732772117610733,155.52236938476562,9.157119750976562,elliptical
587736920513511847,255.4609832763672,18.95704841613769,elliptical
587722982834438584,227.13980102539065,-0.2891374826431274,spiral
588013382197575873,151.60040283203125,46.70475387573242,other
587737827284418761,116.23918914794922,46.51529693603516,spiral
588010359066329131,134.41470336914062,2.9876163005828857,other
587739610238287944,185.57179260253903,33.39358901977539,other
587738948288381004,167.02587890625,39.374324798583984,spiral
588848900441833500,162.32080078125,0.3293330073356628,spiral
587742062121582703,125.3659439086914,12.392592430114746,spiral
587731869097197623,179.77273559570312,54.793907165527344,elliptical
587735431225671819,189.9520568847656,50.78556823730469,other
588298663581384899,210.11705017089844,44.939453125,elliptical
587735349633351874,148.2792510986328,13.121078491210938,other
587734893820837994,165.99424743652344,10.106343269348145,other
587745401996378499,129.65206909179688,9.50855541229248,other
587725980151382163,126.18022918701172,50.61629486083984,other
587729773682753590,207.6228485107422,-2.1032676696777344,spiral
587736619323621735,237.8307342529297,28.78980827331543,elliptical
587722982825263325,206.16705322265625,-0.358768880367279,other
588017705070100577,161.53453063964844,12.616378784179688,spiral
588017116124807292,206.40408325195312,45.98295211791992,spiral
587732484349362221,148.44546508789062,44.48796844482422,elliptical
587732136462123073,192.6197967529297,52.91594314575195,other
588018055116226763,224.1243438720703,44.61761474609375,spiral
588017564951576678,181.8880920410156,11.40724754333496,other
587741421096796556,121.54911041259766,15.657390594482422,other
587741391037268145,148.1123809814453,26.578737258911133,other
587728309639643237,169.5133056640625,3.114065170288086,spiral
587732770517024956,178.774169921875,9.21474838256836,other
587744638566072643,129.40390014648438,15.002771377563477,spiral
587735429618335834,201.2590484619141,48.49763488769531,spiral
587741532781281473,160.09854125976562,27.47094917297364,spiral
587739406260175031,224.1865692138672,27.676443099975582,other
587733081884655640,176.12109375,55.65223693847656,spiral
588018252688720216,248.01779174804688,29.48797416687012,elliptical
587731513683869773,28.72597312927246,0.81121826171875,spiral
588015508205076573,21.570730209350582,-0.8167397379875183,other
587742061051117823,133.0013885498047,13.98009967803955,elliptical
587742610810929434,238.1995544433593,10.650704383850098,other
588010357996126335,142.58502197265625,2.809718370437622,spiral
587736525373636742,215.83010864257807,6.768616199493408,other
588017992834416736,197.92823791503903,10.832280158996582,elliptical
587738570316775638,191.3089904785156,15.745806694030762,spiral
587741602568536142,183.8434600830078,28.068580627441406,spiral
587735240638791875,133.3858642578125,31.62489128112793,other
587739406257619104,217.8118438720703,29.626953125,other
587741815713955937,162.75369262695312,22.63096809387207,other
587726033315758237,165.063720703125,2.9052183628082275,elliptical
587735431228883040,201.3964691162109,49.89013671875,elliptical
587739844317413463,235.40109252929688,16.034130096435547,other
587741533306028273,131.15904235839844,19.176477432250977,spiral
587742576456564843,219.0908660888672,16.550758361816406,spiral
587735662619131938,140.05389404296875,33.63179016113281,other
587742059997823085,181.55044555664065,21.2262020111084,other
587742062124597618,132.099609375,14.560665130615234,spiral
587725473883160729,161.84088134765625,62.7843132019043,spiral
588017109676851358,157.3131561279297,42.861209869384766,elliptical
587742060522307662,151.5181884765625,18.30588722229004,other
588007006330421436,215.5973358154297,62.8460807800293,other
587725469592780874,123.96075439453124,45.654075622558594,spiral
588017705089499285,206.984375,12.677827835083008,other
587729407536464029,238.40528869628903,50.88283920288086,spiral
587742567852736561,141.20310974121094,14.620383262634276,other
587728879797731587,141.1930694580078,3.370229959487915,other
587729387153195172,185.6370086669922,60.0837287902832,other
588010878754095252,168.55519104003906,4.379825592041016,spiral
587729227689230499,240.5869903564453,53.40119552612305,other
587733409918288055,238.26974487304688,39.20616912841797,other
588017991778435381,238.7670288085937,6.314852237701416,other
587736477594943680,226.2332305908203,9.06934642791748,spiral
587742549607776508,221.0496063232422,15.430767059326172,elliptical
587737810107302188,121.8394775390625,51.915672302246094,spiral
587736916760986053,239.78257751464844,9.428382873535156,spiral
587742062693449862,209.4071044921875,21.681365966796875,other
588010880369164416,178.74615478515625,5.82693338394165,spiral
587735695370813616,188.3790740966797,56.78467178344727,other
588011101565550729,226.1381072998047,54.70594787597656,other
587735349094711549,144.31137084960938,12.00545597076416,spiral
587731680652492903,126.6458740234375,37.18228912353516,spiral
587728881419288651,166.06591796875,5.738360404968262,spiral
587741532791701709,187.1330718994141,29.932008743286133,elliptical
587741709957988463,178.2935791015625,28.03282356262207,other
587739407876686061,238.3606109619141,23.356014251708984,other
587728676856791182,181.38055419921875,63.85530853271485,spiral
587733397028536504,227.2180328369141,45.33647155761719,spiral
588018089466593475,231.6513671875,36.07024002075195,other
587729409682636868,236.9843597412109,54.29140853881836,elliptical
587732136987394089,150.8472137451172,48.36585235595703,other
587735343722397867,136.1819610595703,8.268881797790527,other
587739844312498285,224.0989532470703,19.29303932189941,spiral
587732153641926744,142.5501708984375,42.04027938842773,elliptical
587739407293546873,121.8407974243164,17.751970291137695,other
587732135915028673,155.76040649414062,49.06041717529297,elliptical
587734305416282350,337.052734375,0.5432090759277344,elliptical
588010359085793310,178.95668029785156,4.766059875488281,elliptical
587735696453402819,222.11935424804688,51.5768928527832,other
587741387273339121,121.74241638183594,16.135719299316406,other
588007005774544900,130.30999755859375,52.19573211669922,spiral
587745244153315367,123.56877899169922,9.903018951416016,spiral
587741490899320838,144.61553955078125,24.32000160217285,spiral
587733409911079132,219.43777465820312,48.59001159667969,other
587741491446677621,170.9149169921875,30.111194610595703,spiral
587742060553699620,227.28152465820312,16.324281692504883,other
587741709405126875,139.04275512695312,20.22574806213379,spiral
587735696980049990,182.4087371826172,58.04059600830078,elliptical
587736477051584591,211.31887817382807,10.4310302734375,other
588007003626012921,129.98435974121094,49.32492065429688,other
587729386078863453,183.07736206054688,59.18463897705078,other
588017111289102484,161.59298706054688,45.048377990722656,other
587741710488502340,161.9346466064453,26.74610137939453,other
588017627783168244,234.70835876464844,33.98369598388672,spiral
587736976884957472,236.2885589599609,26.29206657409668,other
587732053248377062,146.0918426513672,44.71078872680664,other
587742628532191430,239.2105255126953,10.536046028137209,spiral
587729970717983079,228.26119995117188,-2.110026597976685,spiral
588017703999438969,168.7804412841797,12.290301322937012,spiral
587731886277918780,135.31056213378906,44.94857025146485,other
587735349641805939,168.09422302246094,15.35159969329834,spiral
587738570859610165,205.39993286132807,15.223784446716309,spiral
587739844317347919,235.2528076171875,15.96716594696045,elliptical
587732577771323586,156.3140411376953,6.263327598571777,spiral
588297865265479742,171.17385864257812,47.4281005859375,spiral
587729158967459886,197.0492706298828,4.751277446746826,other
587742575914778793,207.4132080078125,17.958677291870117,other
587736915674988715,211.4278717041016,13.439064025878906,other
588017978355679295,183.4532928466797,39.706504821777344,spiral
587742015432884307,188.55108642578125,23.516700744628903,spiral
587732483275554975,148.7278289794922,43.71557235717773,other
587733397575631041,249.818359375,30.20562744140625,spiral
587734304882229361,343.4013977050781,0.063194453716278,elliptical
587741533862166597,178.35684204101562,30.570009231567383,other
588017979453342095,245.73294067382807,22.88886260986328,other
587731173845041380,318.7125549316406,0.2144333869218826,spiral
587735349103952049,165.80372619628906,14.639248847961426,elliptical
588010359608311939,146.048095703125,4.261642932891846,other
587735241713647844,135.3628692626953,33.82688522338867,other
587725818566344754,214.9102478027344,65.38137817382812,spiral
587742013838131445,226.8076171875,17.113527297973633,spiral
588009368010489996,139.51702880859375,54.24018478393555,elliptical
588009367478599789,157.65098571777344,60.00794982910156,other
587739607555113055,188.6661529541016,31.2065372467041,spiral
588010136802361575,134.036865234375,51.23077392578125,other
587731889502617685,172.6880340576172,55.94789505004883,spiral
587722982292324493,215.0968780517578,-0.8192348480224609,spiral
587732772122919053,167.736328125,10.060466766357422,elliptical
587741708880117783,167.84378051757812,26.258197784423828,other
587739406768079037,147.6143035888672,28.805070877075195,spiral
587741490904105041,156.27850341796875,27.355674743652344,spiral
587730022260146546,231.9901428222656,4.871016979217529,spiral
588017702400491669,196.039291381836,11.353296279907228,spiral
587735042539651278,131.79969787597656,30.03373146057129,elliptical
587726032235200524,149.42263793945312,1.764489769935608,elliptical
587731521738506453,124.21683502197266,35.17951965332031,spiral
587739812094083097,205.44091796875,27.106351852416992,other
587742864205611054,163.3046417236328,16.235034942626953,elliptical
587732772135043177,195.876205444336,10.432456016540527,other
588017991236911291,227.994384765625,7.170221328735352,spiral
587736809915351219,215.1667022705078,14.08183765411377,other
587742550148317455,229.73448181152344,14.05528450012207,other
588017979428241502,179.94241333007812,40.35325241088867,spiral
587734861608910928,152.59039306640625,7.617213726043701,other
587739707406614734,207.54771423339844,27.998571395874023,other
587738568173944993,202.1697692871093,13.376620292663574,other
587732771039805593,146.18836975097656,7.456026077270508,other
588010136268505200,143.39300537109375,55.17387771606445,elliptical
587745540516610259,147.02105712890625,14.220218658447266,other
587741531705507894,155.17897033691406,25.67193603515625,elliptical
587745538906783909,149.01962280273438,13.41061019897461,spiral
587725073919770915,142.6018829345703,-0.7077142596244812,spiral
587739652112580940,248.70025634765625,15.904061317443848,spiral
588295841784070200,172.11325073242188,49.29524230957031,other
587729153599406266,189.45704650878903,64.03488159179688,other
588017705076916336,177.46463012695312,13.523219108581545,other
587738411941167191,162.0232696533203,14.954092025756836,spiral
